Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1783250409,5,,Aggregated,1.200000,0.000000,160,2300,2400,2700,9900,10000,11000,11000,11000,11000,11000,71,0,160.0,2366.0056273380283,36.863280000005034,10544.744707999998,57.605633802816904
1783250410,5,,Aggregated,1.200000,0.000000,160,2300,2400,2700,9900,10000,11000,11000,11000,11000,11000,71,0,160.0,2366.0056273380283,36.863280000005034,10544.744707999998,57.605633802816904
1783250411,5,,Aggregated,1.300000,0.000000,170,2300,2400,2700,9900,10000,11000,11000,11000,11000,11000,74,0,160.0,2304.070174932433,36.863280000005034,10544.744707999998,56.986486486486484
1783250412,5,,Aggregated,1.300000,0.000000,170,2300,2400,2700,9900,10000,11000,11000,11000,11000,11000,74,0,160.0,2304.070174932433,36.863280000005034,10544.744707999998,56.986486486486484
1783250413,5,,Aggregated,1.200000,0.000000,160,2300,2400,2700,9900,10000,11000,11000,11000,11000,11000,75,0,160.0,2274.5085542666675,36.863280000005034,10544.744707999998,63.72
1783250414,5,,Aggregated,1.200000,0.000000,170,2300,2400,2700,9900,10000,11000,11000,11000,11000,11000,76,0,160.0,2273.5676292105272,36.863280000005034,10544.744707999998,63.31578947368421
1783250415,5,,Aggregated,1.300000,0.000000,160,2300,2400,2700,9900,10000,11000,11000,11000,11000,11000,80,0,150.0,2164.690576450001,36.863280000005034,10544.744707999998,62.525
1783250416,5,,Aggregated,1.300000,0.000000,160,2300,2400,2500,9900,10000,11000,11000,11000,11000,11000,81,0,160.0,2165.9001598765444,36.863280000005034,10544.744707999998,62.160493827160494
1783250417,5,,Aggregated,1.300000,0.000000,160,2300,2400,2500,9900,10000,11000,11000,11000,11000,11000,81,0,160.0,2165.9001598765444,36.863280000005034,10544.744707999998,62.160493827160494
1783250418,5,,Aggregated,1.500000,0.000000,160,2300,2400,2500,9900,10000,11000,11000,11000,11000,11000,84,0,150.0,2118.109303690477,36.863280000005034,10544.744707999998,61.476190476190474
1783250419,5,,Aggregated,1.300000,0.000000,150,2300,2300,2400,9900,10000,11000,11000,11000,11000,11000,86,0,150.0,2070.9211032441867,36.863280000005034,10544.744707999998,61.151162790697676
1783250420,5,,Aggregated,1.400000,0.000000,150,2300,2300,2400,9900,10000,11000,11000,11000,11000,11000,87,0,150.0,2073.406370735633,36.863280000005034,10544.744707999998,60.827586206896555
1783250421,5,,Aggregated,1.300000,0.000000,150,2300,2300,2400,9900,10000,11000,11000,11000,11000,11000,88,0,150.0,2050.9376245681824,36.863280000005034,10544.744707999998,66.5340909090909
1783250422,5,,Aggregated,1.500000,0.000000,150,2300,2300,2400,9900,10000,11000,11000,11000,11000,11000,90,0,150.0,2007.542680933334,36.863280000005034,10544.744707999998,66.1
1783250423,5,,Aggregated,1.500000,0.000000,150,2300,2300,2400,9800,10000,11000,11000,11000,11000,11000,91,0,150.0,2010.3858868241764,36.863280000005034,10544.744707999998,65.73626373626374
1783250424,5,,Aggregated,1.400000,0.000000,150,2300,2300,2400,9800,10000,11000,11000,11000,11000,11000,93,0,150.0,1969.210004053764,36.863280000005034,10544.744707999998,65.35483870967742
1783250425,5,,Aggregated,1.400000,0.000000,150,2300,2300,2400,9800,10000,11000,11000,11000,11000,11000,94,0,150.0,1972.2145266170219,36.863280000005034,10544.744707999998,65.01063829787235
1783250426,5,,Aggregated,1.600000,0.000000,150,2300,2300,2400,9800,10000,11000,11000,11000,11000,11000,96,0,150.0,1933.1226023437505,36.863280000005034,10544.744707999998,64.64583333333333
